"sku","attribute_set_code","store_view_code","product_type","name","description"
"MJ12-XL-Blue","Top","luma_de","simple","Proteus Fitness-Jackshirt-XL-Blau","<p>Teils Jacke, teils Shirt – das Proteus Fitness-Jackshirt ist ein idealer Begleiter für das Training im Freien, beim Camping oder zum Faulenzen an frischen Tagen. Naturstoffe sorgen für atmungsaktiven Komfort und eine bessere Trockenhaltung sowie für UV-Schutz und Geruchsregulierung. Der verlängerte Rückensaum bietet zusätzlichen Schutz, sei es beim Fahrradfahren oder beim Ersetzen eines Waschbeckenablaufventils.</p><ul><li>1/4-Reißverschluss. Stehkragen</li><li>Maschinenwäsche/Trockner</li><li>Gesteppte Innenschicht</li></ul>"
"MJ12-XL-Orange","Top","luma_de","simple","Proteus Fitness-Jackshirt-XL-Orange","<p>Teils Jacke, teils Shirt – das Proteus Fitness-Jackshirt ist ein idealer Begleiter für das Training im Freien, beim Camping oder zum Faulenzen an frischen Tagen. Naturstoffe sorgen für atmungsaktiven Komfort und eine bessere Trockenhaltung sowie für UV-Schutz und Geruchsregulierung. Der verlängerte Rückensaum bietet zusätzlichen Schutz, sei es beim Fahrradfahren oder beim Ersetzen eines Waschbeckenablaufventils.</p><ul><li>1/4-Reißverschluss. Stehkragen</li><li>Maschinenwäsche/Trockner</li><li>Gesteppte Innenschicht</li></ul>"
"MJ12-XS-Black","Top","luma_de","simple","Proteus Fitness-Jackshirt-XS-Schwarz","<p>Teils Jacke, teils Shirt – das Proteus Fitness-Jackshirt ist ein idealer Begleiter für das Training im Freien, beim Camping oder zum Faulenzen an frischen Tagen. Naturstoffe sorgen für atmungsaktiven Komfort und eine bessere Trockenhaltung sowie für UV-Schutz und Geruchsregulierung. Der verlängerte Rückensaum bietet zusätzlichen Schutz, sei es beim Fahrradfahren oder beim Ersetzen eines Waschbeckenablaufventils.</p><ul><li>1/4-Reißverschluss. Stehkragen</li><li>Maschinenwäsche/Trockner</li><li>Gesteppte Innenschicht</li></ul>"
"MJ12-XS-Blue","Top","luma_de","simple","Proteus Fitness-Jackshirt-XS-Blau","<p>Teils Jacke, teils Shirt – das Proteus Fitness-Jackshirt ist ein idealer Begleiter für das Training im Freien, beim Camping oder zum Faulenzen an frischen Tagen. Naturstoffe sorgen für atmungsaktiven Komfort und eine bessere Trockenhaltung sowie für UV-Schutz und Geruchsregulierung. Der verlängerte Rückensaum bietet zusätzlichen Schutz, sei es beim Fahrradfahren oder beim Ersetzen eines Waschbeckenablaufventils.</p><ul><li>1/4-Reißverschluss. Stehkragen</li><li>Maschinenwäsche/Trockner</li><li>Gesteppte Innenschicht</li></ul>"
"MJ12-XS-Orange","Top","luma_de","simple","Proteus Fitness-Jackshirt-XS-Orange","<p>Teils Jacke, teils Shirt – das Proteus Fitness-Jackshirt ist ein idealer Begleiter für das Training im Freien, beim Camping oder zum Faulenzen an frischen Tagen. Naturstoffe sorgen für atmungsaktiven Komfort und eine bessere Trockenhaltung sowie für UV-Schutz und Geruchsregulierung. Der verlängerte Rückensaum bietet zusätzlichen Schutz, sei es beim Fahrradfahren oder beim Ersetzen eines Waschbeckenablaufventils.</p><ul><li>1/4-Reißverschluss. Stehkragen</li><li>Maschinenwäsche/Trockner</li><li>Gesteppte Innenschicht</li></ul>"
"MP01","Bottom","luma_de","configurable","Aufwärmhose Caesar","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-32-Black","Bottom","luma_de","simple","Aufwärmhose Caesar-32-Schwarz","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-32-Gray","Bottom","luma_de","simple","Aufwärmhose Caesar-32-Grau","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-32-Purple","Bottom","luma_de","simple","Aufwärmhose Caesar-32-Violett","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-33-Black","Bottom","luma_de","simple","Aufwärmhose Caesar-33-Schwarz","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-33-Gray","Bottom","luma_de","simple","Aufwärmhose Caesar-33-Grau","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-33-Purple","Bottom","luma_de","simple","Aufwärmhose Caesar-33-Violett","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-34-Black","Bottom","luma_de","simple","Aufwärmhose Caesar-34-Schwarz","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-34-Gray","Bottom","luma_de","simple","Aufwärmhose Caesar-34-Grau","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-34-Purple","Bottom","luma_de","simple","Aufwärmhose Caesar-34-Violett","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-36-Black","Bottom","luma_de","simple","Aufwärmhose Caesar-36-Schwarz","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-36-Gray","Bottom","luma_de","simple","Aufwärmhose Caesar-36-Grau","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP01-36-Purple","Bottom","luma_de","simple","Aufwärmhose Caesar-36-Violett","<p>Kontrollieren Sie Ihr Training und halten Sie Ihre Muskeln geschmeidig mit der Aufwärmhose Caesar. Das CoolTech-Gewebe leitet Feuchtigkeit ab, sodass Sie sich aufgrund von Schweiß und Unbequemlichkeit keine Sorgen zu machen brauchen. Der mit Zugkordel verstellbare Hosenbund sorgt dafür, dass die Hose perfekt sitzt.</p><ul><li>Bequeme Passform</li><li>Beininnenlänge: 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li><li>Feuchtigkeitsableitendes CoolTech-Gewebe</li></ul>"
"MP02","Bottom","luma_de","configurable","LumaTech-Hose Viktor","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-32-Blue","Bottom","luma_de","simple","LumaTech-Hose Viktor-32-Blau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-32-Gray","Bottom","luma_de","simple","LumaTech-Hose Viktor-32-Grau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-32-Red","Bottom","luma_de","simple","LumaTech-Hose Viktor-32-Rot","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-33-Blue","Bottom","luma_de","simple","LumaTech-Hose Viktor-33-Blau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-33-Gray","Bottom","luma_de","simple","LumaTech-Hose Viktor-33-Grau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-33-Red","Bottom","luma_de","simple","LumaTech-Hose Viktor-33-Rot","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-34-Blue","Bottom","luma_de","simple","LumaTech-Hose Viktor-34-Blau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-34-Gray","Bottom","luma_de","simple","LumaTech-Hose Viktor-34-Grau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-34-Red","Bottom","luma_de","simple","LumaTech-Hose Viktor-34-Rot","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-36-Blue","Bottom","luma_de","simple","LumaTech-Hose Viktor-36-Blau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-36-Gray","Bottom","luma_de","simple","LumaTech-Hose Viktor-36-Grau","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP02-36-Red","Bottom","luma_de","simple","LumaTech-Hose Viktor-36-Rot","<p>Sie werden sich über die neue LumaTech-Hose Viktor mit federleichtem Fleecefutter und dehnbarem, schweißableitendem Material freuen. Sie ist kuschelig warm, wenn Sie an der Seitenlinie stehen oder bei kaltem Wetter trainieren, und sorgt mit reflektierendem Material für Ihre Sicherheit.</p><ul><li>Elastischer Hosenbund mit innerer Zugkordel</li><li>Bequeme Passform</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03","Bottom","luma_de","configurable","Geo-isolierte Jogginghose","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-32-Blue","Bottom","luma_de","simple","Geo-isolierte Jogginghose-32-Blau","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-32-Green","Bottom","luma_de","simple","Geo-isolierte Jogginghose-32-Grün","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-32-Red","Bottom","luma_de","simple","Geo-isolierte Jogginghose-32-Rot","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-33-Blue","Bottom","luma_de","simple","Geo-isolierte Jogginghose-33-Blau","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-33-Green","Bottom","luma_de","simple","Geo-isolierte Jogginghose-33-Grün","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-33-Red","Bottom","luma_de","simple","Geo-isolierte Jogginghose-33-Rot","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-34-Blue","Bottom","luma_de","simple","Geo-isolierte Jogginghose-34-Blau","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-34-Green","Bottom","luma_de","simple","Geo-isolierte Jogginghose-34-Grün","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-34-Red","Bottom","luma_de","simple","Geo-isolierte Jogginghose-34-Rot","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-36-Blue","Bottom","luma_de","simple","Geo-isolierte Jogginghose-36-Blau","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-36-Green","Bottom","luma_de","simple","Geo-isolierte Jogginghose-36-Grün","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP03-36-Red","Bottom","luma_de","simple","Geo-isolierte Jogginghose-36-Rot","<p>Bei kaltem Wetter frieren selbst die ganz harten Jungs – es sei denn, sie tragen eine Geo-isolierte Jogginghose. Mit dieser leichten, windfesten Hose haben die brutalen, eisigen Windstöße keine Chance mehr, und Ihre Knochen bleiben schön warm. Ein atmungsaktiver Netzstoff sorgt für ein angenehm trockenes Gefühl.</p><ul><li>Reflektierende Sicherheitsdetails</li><li>Lockere Passform</li><li>Nahttaschen</li><li>Beinreißverschlüsse 20 cm (8 Zoll). Beininnenlänge 81 cm (32 Zoll)</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP04","Bottom","luma_de","configurable","Sporthose Supernova","<p>Nur noch einmal um die Ecke und Sie haben es geschafft – Ihre Einfahrt ist nur noch zwei Blöcke entfernt. Mit der feuchtigkeitsableitenden und mit Netzlüftung ausgestatteten Sporthose Supernova schaffen Sie das mit Leichtigkeit. Seitennahttaschen garantieren absolute Bequemlichkeit, wenn Sie eine Pause einlegen.</p><ul><li>Bequeme Passform</li><li>Innere Zugkordel</li><li>Maschinenwäsche/Trockner</li></ul>"
"MP04-32-Black","Bottom","luma_de","simple","Sporthose Supernova-32-Schwarz","<p>Nur noch einmal um die Ecke und Sie haben es geschafft – Ihre Einfahrt ist nur noch zwei Blöcke entfernt. Mit der feuchtigkeitsableitenden und mit Netzlüftung ausgestatteten Sporthose Supernova schaffen Sie das mit Leichtigkeit. Seitennahttaschen garantieren absolute Bequemlichkeit, wenn Sie eine Pause einlegen.</p><ul><li>Bequeme Passform</li><li>Innere Zugkordel</li><li>Maschinenwäsche/Trockner</li></ul>"
